Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S23559384,Ornate Tinamou,Nothoprocta ornata,106,X,PE-HUC,,L3661143,On steep puna,-10.347202,-76.839645,2013-06-11,,Historical,0,0,,,1
S182922410,swift sp.,Apodidae sp.,4199,1,ZM-08,,L33706279,Kitwe - green area behind Garden Court hotel,-12.807468,28.213801,2024-06-21,04:43 PM,eBird - Traveling Count,74,1,.22,,1,,one bird that may have been a Little Swift flew past quickly,Also saw a flock of about 10 mannikins that were almost certainly Bronze but I can’t swear weren’t Magpie. And a large number of weavers that I think were probably Lesser Masked but they were far away and I couldn’t see detail well enough to confirm
S64486394,swift sp.,Apodidae sp.,4199,2,VN-64,,L1124378,Red River Island (Banana Island),21.0569147,105.8500941,2020-02-15,07:18 AM,eBird - Traveling Count,127,1,1.291,,1
S290329017,White-necked Jacobin,Florisuga mellivora,4227,1,EC-P,,L56358605,Mashpi - Hummingbird Garden,.159029,-78.85805,2025-12-26,09:04 AM,eBird - Stationary Count,60,1,,,1
S23560485,White-necked Jacobin,Florisuga mellivora,4227,X,PA-3,,L3661129,Panama Rainforest Discovery Center,9.131179,-79.724107,2014-01-13,,Historical,0,0,,,3,,,,190484671 190485741 190485751 190486031
S289994318,White-necked Jacobin,Florisuga mellivora,4227,3,EC-P,,L6936686,Restaurante Mirador Guaycapi,.0327658,-78.6809691,2025-12-24,10:05 AM,eBird - Casual Observation,,0,,,1,,,Others saw Golden Tanager but I did not
S28841552,White-necked Jacobin,Florisuga mellivora,4227,X,PE-SAM,,L4470291,Selva Andina - Mundaca house,-7.391,-76.21722,2013-08-25,,Historical,0,0,,,1
S290329017,White-whiskered Hermit,Phaethornis yaruqui,4259,1,EC-P,,L56358605,Mashpi - Hummingbird Garden,.159029,-78.85805,2025-12-26,09:04 AM,eBird - Stationary Count,60,1,,,1
S290070804,White-whiskered Hermit,Phaethornis yaruqui,4259,1,EC-P,,L2244142,Mashpi--Lodge and trails,.166125,-78.878878,2025-12-24,03:29 PM,eBird - Traveling Count,173,1,1.459,,1,,,Guided by Jonathan from Mashpi Lodge
S28841583,Koepcke's Hermit,Phaethornis koepckeae,4268,X,PE-SAM,,L4470374,Cordillera Escalera between Orlando's and Yurimaguas hwy,-6.450368,-76.325396,2013-06-26,,Historical,0,0,,,1
S23560485,Long-billed Hermit,Phaethornis longirostris,4273,X,PA-3,,L3661129,Panama Rainforest Discovery Center,9.131179,-79.724107,2014-01-13,,Historical,0,0,,,3,,,,190486091 190486211
S290338230,White-throated Daggerbill,Schistes albogularis,4343,1,EC-P,,L3175551,Reserva Mashpi-Amagusa (Sergio y Doris),.1598,-78.8534,2025-12-26,06:38 AM,eBird - Stationary Count,120,1,,,2
S292358982,Sparkling Violetear,Colibri coruscans,4354,2,EC-P,,L56827456,EB airport hotel pool,-.18906,-78.340182,2026-01-04,09:47 AM,eBird - Stationary Count,45,1,,,1
S290070962,Sparkling Violetear,Colibri coruscans,4354,1,EC-P,,L56298321,Quito - Plaza Grande,-.218529,-78.511316,2025-12-22,09:57 AM,eBird - Casual Observation,,0,,,1
S290480536,Sparkling Violetear,Colibri coruscans,4354,5,EC-P,,L3396542,Quito Airport Suites Hotel (old location),-.186145,-78.3474393,2025-12-27,05:49 AM,eBird - Traveling Count,58,1,2.047,,1
S292323150,Sparkling Violetear,Colibri coruscans,4354,10,EC-P,,L3396542,Quito Airport Suites Hotel (old location),-.186145,-78.3474393,2026-01-04,06:41 AM,eBird - Traveling Count,50,1,1.935,,1
S28840384,Sparkling Violetear,Colibri coruscans,4354,X,PE-SAM,,L4470274,Wicanqui Orchidario Moyobamba,-6.075826,-76.976527,2013-09-21,,Historical,0,0,,,1
S24859718,Black-eared Fairy,Heliothryx auritus,4369,X,PE-SAM,,L3883433,Porvenir trail north,-6.93858,-76.06754,2012-07-30,,Historical,0,0,,,1
S43815680,Black-throated Mango,Anthracothorax nigricollis,4384,4,CO-ANT,,L7094576,Intercontinental garden,6.212788,-75.558013,2018-03-20,02:00 PM,eBird - Casual Observation,,0,,,1
S43865183,Black-throated Mango,Anthracothorax nigricollis,4384,2,CO-ANT,,L7094576,Intercontinental garden,6.212788,-75.558013,2018-03-22,02:30 PM,eBird - Stationary Count,10,1,,,1
S23635884,Black-throated Mango,Anthracothorax nigricollis,4384,X,PE-LOR,,L3672756,Maniti Lodge,-4.52981,-73.453259,2012-08-03,,Historical,0,0,,,1
S290329017,Green Thorntail,Discosura conversii,4438,2,EC-P,,L56358605,Mashpi - Hummingbird Garden,.159029,-78.85805,2025-12-26,09:04 AM,eBird - Stationary Count,60,1,,,1
S28840384,Rufous-crested Coquette,Lophornis delattrei,4444,X,PE-SAM,,L4470274,Wicanqui Orchidario Moyobamba,-6.075826,-76.976527,2013-09-21,,Historical,0,0,,,1
S290329017,Violet-tailed Sylph,Aglaiocercus coelestis,4478,2,EC-P,,L56358605,Mashpi - Hummingbird Garden,.159029,-78.85805,2025-12-26,09:04 AM,eBird - Stationary Count,60,1,,,1
S290188570,Violet-tailed Sylph,Aglaiocercus coelestis,4478,1,EC-P,,L2244142,Mashpi--Lodge and trails,.166125,-78.878878,2025-12-25,08:52 AM,eBird - Traveling Count,296,1,3.15,,1,,F,Guided by Jonathan from Mashpi. Riding Dragonfly canopy chair to end and then back to tower 4. Then walking back to lodge
S23559383,Green-headed Hillstar,Oreotrochilus stolzmanni,4491,1,PE-LIM,,L3661140,Campsite near Diablo Mudo,-10.312124,-76.992266,2013-06-15,,Historical,0,0,,,1,,,,52944451 52944461 52944471 52944481 52944501
S43796386,Greenish Puffleg,Haplophaedia aureliae,4568,1,CO-ANT,,L2328561,RN La Romera,6.1266487,-75.6007798,2018-03-19,06:20 AM,eBird - Traveling Count,270,1,4.,,2
S23560430,Shining Sunbeam,Aglaeactis cupripennis,4604,1,PE-ANC,,L3661149,PE-AN Trail to Lake 69,-9.018026,-77.602669,2013-06-07,,Historical,0,0,,,1,,,,53053271 53053281 53053291 53053301
S290329017,Brown Inca,Coeligena wilsoni,4621,2,EC-P,,L56358605,Mashpi - Hummingbird Garden,.159029,-78.85805,2025-12-26,09:04 AM,eBird - Stationary Count,60,1,,,1
S290329017,Velvet-purple Coronet,Boissonneaua jardini,4676,6,EC-P,,L56358605,Mashpi - Hummingbird Garden,.159029,-78.85805,2025-12-26,09:04 AM,eBird - Stationary Count,60,1,,,1
S290338230,Velvet-purple Coronet,Boissonneaua jardini,4676,1,EC-P,,L3175551,Reserva Mashpi-Amagusa (Sergio y Doris),.1598,-78.8534,2025-12-26,06:38 AM,eBird - Stationary Count,120,1,,,2
S289994318,White-booted Racket-tail,Ocreatus underwoodii,4678,2,EC-P,,L6936686,Restaurante Mirador Guaycapi,.0327658,-78.6809691,2025-12-24,10:05 AM,eBird - Casual Observation,,0,,,1,,,Others saw Golden Tanager but I did not
S290329017,Rufous-gaped Hillstar,Urochroa bougueri,4689,1,EC-P,,L56358605,Mashpi - Hummingbird Garden,.159029,-78.85805,2025-12-26,09:04 AM,eBird - Stationary Count,60,1,,,1
S290329017,Purple-bibbed Whitetip,Urosticte benjamini,4691,3,EC-P,,L56358605,Mashpi - Hummingbird Garden,.159029,-78.85805,2025-12-26,09:04 AM,eBird - Stationary Count,60,1,,,1
S290329017,Green-crowned Brilliant,Heliodoxa jacula,4706,1,EC-P,,L56358605,Mashpi - Hummingbird Garden,.159029,-78.85805,2025-12-26,09:04 AM,eBird - Stationary Count,60,1,,,1
S290329017,Empress Brilliant,Heliodoxa imperatrix,4710,6,EC-P,,L56358605,Mashpi - Hummingbird Garden,.159029,-78.85805,2025-12-26,09:04 AM,eBird - Stationary Count,60,1,,,1
S23559386,Giant Hummingbird,Patagona gigas,4718,X,PE-LIM,,L3661145,Valley leading from Huayllapa to Diablo Mudo,-10.338433,-77.00208,2013-06-15,,Historical,0,0,,,1
S147642539,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-ME,Androscoggin,L26661655,"756 SR-219, Leeds US-ME 44.34221, -70.18198",44.342207,-70.181979,2023-08-19,02:59 PM,eBird - Casual Observation,,0,,,1
S24153836,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-MA,Barnstable,L3770266,US-MA Stage Harbor salt marsh,41.668604,-69.968324,2015-07-05,05:10 AM,eBird - Traveling Count,60,1,1.5,,1,,,"Walking from Champlain Road to Stage Harbor and along path through salt marsh to tennis courts <br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S72185500,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-VT,Chittenden,L10140572,CSSH Yard,44.464189,-73.209102,2020-08-06,11:33 AM,eBird - Casual Observation,,0,,,1
S72708278,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-VT,Chittenden,L10140572,CSSH Yard,44.464189,-73.209102,2020-08-22,08:58 AM,eBird - Casual Observation,,0,,,1
S117980439,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-VT,Chittenden,L10140572,CSSH Yard,44.464189,-73.209102,2022-09-02,05:44 PM,eBird - Casual Observation,,0,,,1,,Loving the Cardinal flowers
S119512222,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-VT,Chittenden,L10140572,CSSH Yard,44.464189,-73.209102,2022-09-25,03:00 PM,eBird - Casual Observation,,0,,,,,Just reporting b/c seems a bit late. Was in the garden
S239059139,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-VT,Chittenden,L10140572,CSSH Yard,44.464189,-73.209102,2025-05-16,03:15 PM,eBird - Casual Observation,,0,,,1,,FOY
S56762190,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-VT,Chittenden,L751908,Colchester Pond - Colchester (186 acres),44.5546324,-73.1198448,2019-05-26,10:37 AM,eBird - Casual Observation,,0,,,1
S241582542,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-VT,Chittenden,L8349716,Ledgemere St,44.464178,-73.209347,2025-05-17,06:16 AM,eBird - Casual Observation,,0,,,1
S265053070,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-VT,Chittenden,L8349716,Ledgemere St,44.464178,-73.209347,2025-08-03,08:49 AM,eBird - Casual Observation,,0,,,1
S55997306,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-VT,Chittenden,L165351,Red Rocks Park,44.4453,-73.2279,2019-05-08,06:03 AM,eBird - Traveling Count,192,1,2.23,,2
S242932046,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-VT,Franklin,L589162,Burton Island State Park,44.7730616,-73.2063675,2025-05-26,06:47 AM,eBird - Casual Observation,,0,,,1
S73357816,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-VT,Grand Isle,L1652448,Alburg Dunes State Park,44.866077,-73.29846,2020-09-06,02:46 PM,eBird - Traveling Count,34,1,.896,,1
S91946161,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-ME,Hancock,L15813416,"28 Nutting Ln, Blue Hill US-ME 44.39921, -68.43163",44.399213,-68.431627,2021-07-18,09:29 AM,eBird - Casual Observation,,0,,,1
S92001814,Ruby-throated Hummingbird,Archilochus colubris,4802,2,US-ME,Hancock,L15813416,"28 Nutting Ln, Blue Hill US-ME 44.39921, -68.43163",44.399213,-68.431627,2021-07-19,03:44 PM,eBird - Casual Observation,,0,,,1
S188303676,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-ME,Hancock,L35034686,Fernald Point Cabin Southwest Harbor US-ME,44.297076,-68.31799,2024-07-21,04:11 PM,eBird - Casual Observation,,0,,,1
S188299465,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-ME,Hancock,L35034686,Fernald Point Cabin Southwest Harbor US-ME,44.297076,-68.31799,2024-07-22,04:09 PM,eBird - Casual Observation,,0,,,1
S188615902,Ruby-throated Hummingbird,Archilochus colubris,4802,1,US-ME,Hancock,L35034686,Fernald Point Cabin Southwest Harbor US-ME,44.297076,-68.31799,2024-07-24,03:15 PM,eBird - Casual Observation,,0,,,1
S24565300,Ruby-throated Hummingbird,Archilochus colubris,4802,1,CA-QC,Le Fjord-du-Saguenay,L3840553,L'Anse de Portage,48.283449,-70.1712,2015-08-10,11:20 AM,eBird - Casual Observation,0,0,,,1,,1f,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S24695602,Ruby-throated Hummingbird,Archilochus colubris,4802,1,CA-QC,Le Rocher-Percé,L295795,PN de l'Île-Bonaventure-et-du-Rocher-Percé,48.4901476,-64.159543,2015-08-15,10:30 AM,eBird - Casual Observation,0,0,,,1,,,"Boat tour around circumference of island, then walked the main Colonies trail and back around the Chemin du Roi. I entered everything I could ID, but birding was only partly my purpose. Time was from 10:30 to 3pm. <br />Submitted from eBird for iOS, version 1.1.0 Build 15"
S47899723,Ruby-throated Hummingbird,Archilochus colubris,4802,1,CA-NB,York,L7831172,"201 Wright St, Fredericton CA-NB (45.9546,-66.6562)",45.954626,-66.656234,2018-08-17,09:29 AM,eBird - Traveling Count,60,1,1.709,,1
S47946010,Ruby-throated Hummingbird,Archilochus colubris,4802,1,CA-NB,York,L7841503,CA-NB-Prince William - King’s Landing,45.877665,-66.969486,2018-08-19,11:20 AM,eBird - Traveling Count,60,1,.189,,1
S35141513,Anna's Hummingbird,Calypte anna,4814,3,US-CA,Alameda,L178143,Albany Bulb,37.890057,-122.32462,2017-03-12,06:56 AM,eBird - Traveling Count,180,1,3.219,,1,,,,51056251 51056271
S42096301,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L484238,Albany Mudflats,37.892331,-122.3117995,2018-01-20,10:55 AM,eBird - Traveling Count,27,1,1.407,,1
S42411435,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L6806740,Becky Temko Park,37.863678,-122.275967,2018-02-01,08:22 AM,eBird - Stationary Count,23,1,,,1
S42564247,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L6806740,Becky Temko Park,37.863678,-122.275967,2018-02-07,08:38 AM,eBird - Stationary Count,11,1,,,1
S41726994,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L597003,Berkeley Aquatic Park,37.855813,-122.2977448,2018-01-07,02:53 PM,eBird - Traveling Count,79,1,1.093,,1
S42503013,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L597003,Berkeley Aquatic Park,37.855813,-122.2977448,2018-02-04,03:30 PM,eBird - Traveling Count,50,1,.733,,1
S42662089,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L597003,Berkeley Aquatic Park,37.855813,-122.2977448,2018-02-10,05:45 PM,eBird - Casual Observation,,0,,,1
S43172116,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L597003,Berkeley Aquatic Park,37.855813,-122.2977448,2018-02-24,04:50 PM,eBird - Casual Observation,,0,,,1
S35143838,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L285281,Cesar Chavez Park,37.8709227,-122.3150389,2017-03-12,04:06 PM,eBird - Traveling Count,90,1,3.219,,1
S42928065,Anna's Hummingbird,Calypte anna,4814,7,US-CA,Alameda,L933409,Claremont Canyon Regional Preserve,37.86613,-122.239573,2018-02-18,06:50 AM,eBird - Traveling Count,78,1,2.122,,1
S44942732,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L7047443,Gateway Emergency Prepardness Center Park,37.8500285,-122.2263296,2018-04-25,03:30 PM,eBird - Stationary Count,8,1,,,1
S43008574,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L6957922,"Live Oak Park, Berkeley US-CA (37.8844,-122.2694)",37.884378,-122.269394,2018-02-18,10:10 AM,eBird - Casual Observation,,0,,,1
S40302942,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L161083,MLK Jr. Regional Shoreline--Arrowhead Marsh,37.7421628,-122.2112274,2017-11-04,08:08 AM,eBird - Traveling Count,136,1,1.5,,13
S44680457,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L7239952,"McCrea Memorial Park, Oakland US-CA (37.7923,-122.1819)",37.792267,-122.181883,2018-04-17,03:24 PM,eBird - Traveling Count,26,1,.238,,1
S40977737,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L2377313,McLaughlin Eastshore SP--Albany access,37.890326,-122.314765,2017-12-08,12:18 PM,eBird - Traveling Count,89,1,.317,,1
S42104781,Anna's Hummingbird,Calypte anna,4814,4,US-CA,Alameda,L2377313,McLaughlin Eastshore SP--Albany access,37.890326,-122.314765,2018-01-20,01:25 PM,eBird - Traveling Count,56,1,1.596,,1
S43536126,Anna's Hummingbird,Calypte anna,4814,4,US-CA,Alameda,L2377313,McLaughlin Eastshore SP--Albany access,37.890326,-122.314765,2018-03-10,10:47 AM,eBird - Traveling Count,70,1,5.871,,1
S35120083,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5100006,Strawberry Creek Park,37.867119,-122.286166,2017-03-11,12:17 PM,eBird - Stationary Count,15,1,,,1
S41878007,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L5100006,Strawberry Creek Park,37.867119,-122.286166,2018-01-13,01:25 PM,eBird - Traveling Count,43,1,.171,,1
S42661026,Anna's Hummingbird,Calypte anna,4814,3,US-CA,Alameda,L5100006,Strawberry Creek Park,37.867119,-122.286166,2018-02-10,10:00 AM,eBird - Stationary Count,45,1,,,1
S42660965,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5100006,Strawberry Creek Park,37.867119,-122.286166,2018-02-10,03:20 PM,eBird - Casual Observation,,0,,,1
S42734579,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5100006,Strawberry Creek Park,37.867119,-122.286166,2018-02-13,02:12 PM,eBird - Casual Observation,,0,,,1
S43076330,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5100006,Strawberry Creek Park,37.867119,-122.286166,2018-02-21,04:15 PM,eBird - Traveling Count,60,1,.297,,1
S43980308,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L5100006,Strawberry Creek Park,37.867119,-122.286166,2018-03-26,10:32 AM,eBird - Casual Observation,,0,,,1
S43183872,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L2889406,The Gardens at Lake Merritt,37.806156,-122.2581124,2018-02-25,11:10 AM,eBird - Casual Observation,,0,,,1
S39091717,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L272860,UC Berkeley--Botanical Gardens,37.8740168,-122.237808,2017-09-09,12:57 PM,eBird - Traveling Count,62,1,1.5,,1
S43343906,Anna's Hummingbird,Calypte anna,4814,4,US-CA,Alameda,L272860,UC Berkeley--Botanical Gardens,37.8740168,-122.237808,2018-03-03,10:07 AM,eBird - Traveling Count,27,1,.287,,1
S42539609,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-02-06,08:58 AM,eBird - Traveling Count,33,1,.126,,1
S42593259,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-02-08,08:53 AM,eBird - Traveling Count,30,1,.158,,1
S42703997,Anna's Hummingbird,Calypte anna,4814,3,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-02-12,09:20 AM,eBird - Traveling Count,18,1,.164,,1,,,49 degrees and relatively windy. Low activity
S42757788,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-02-14,01:56 PM,eBird - Traveling Count,25,1,.118,,1
S43040391,Anna's Hummingbird,Calypte anna,4814,3,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-02-20,12:23 PM,eBird - Traveling Count,19,1,.2,,1
S43089826,Anna's Hummingbird,Calypte anna,4814,3,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-02-22,08:49 AM,eBird - Traveling Count,42,1,.246,,2
S43209656,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-02-26,09:28 AM,eBird - Traveling Count,25,1,.34,,1,,,47 degrees; rained overnight so creek was high & everything was damp
S43410164,Anna's Hummingbird,Calypte anna,4814,4,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-03-05,01:15 PM,eBird - Traveling Count,30,1,.222,,1
S43455174,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-03-07,09:15 AM,eBird - Traveling Count,45,1,.274,,1
S44219667,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-04-03,08:53 AM,eBird - Traveling Count,57,1,.296,,1
S44680459,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-04-16,03:52 PM,eBird - Traveling Count,18,1,.125,,1
S45461689,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-05-08,12:15 PM,eBird - Traveling Count,45,1,1.25,,1,,,Walked a bit outside the grove itself. Basically walked a circle around the life sciences building
S45531330,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L1432609,UC Berkeley--Eucalyptus Grove/Grinnell Natural Area,37.8712083,-122.2641723,2018-05-10,01:47 PM,eBird - Traveling Count,46,1,1.566,,1
S31758804,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L4949163,US-CA Berkeley Way Mini-Park,37.87038,-122.287018,2016-09-25,06:17 PM,eBird - Casual Observation,,0,,,1,,,"   Submitted from eBird for iOS, version 1.3.0 Build 86"
S37536874,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L4949163,US-CA Berkeley Way Mini-Park,37.87038,-122.287018,2017-06-10,10:07 AM,eBird - Stationary Count,52,1,,,1
S37579584,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L4949163,US-CA Berkeley Way Mini-Park,37.87038,-122.287018,2017-06-13,04:59 PM,eBird - Stationary Count,29,1,,,1
S37655324,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L4949163,US-CA Berkeley Way Mini-Park,37.87038,-122.287018,2017-06-17,08:48 AM,eBird - Stationary Count,70,1,,,1
S37702727,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L4949163,US-CA Berkeley Way Mini-Park,37.87038,-122.287018,2017-06-20,09:09 AM,eBird - Stationary Count,28,1,,,1
S42906205,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L4949163,US-CA Berkeley Way Mini-Park,37.87038,-122.287018,2018-02-17,03:56 PM,eBird - Casual Observation,,0,,,1
S35155825,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5564763,US-CA-Berkeley-Strawberry Creek Park - 37.8688x-122.2864,37.868822,-122.286394,2017-03-13,10:06 AM,eBird - Traveling Count,28,1,.805,,1
S39324890,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2017-09-21,04:03 PM,eBird - Stationary Count,90,1,,,1
S40162469,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2017-10-27,04:25 PM,eBird - Stationary Count,60,1,,,1
S40289121,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2017-11-02,01:40 PM,eBird - Stationary Count,20,1,,,1
S42400276,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-01-31,04:12 PM,eBird - Stationary Count,96,1,,,1
S42424399,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-02-01,04:24 PM,eBird - Traveling Count,65,1,.726,,1
S42445000,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-02-02,04:40 PM,eBird - Stationary Count,63,1,,,1
S42528729,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-02-05,04:21 PM,eBird - Stationary Count,89,1,,,1
S42580036,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-02-07,04:19 PM,eBird - Stationary Count,88,1,,,1
S42629978,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-02-09,04:16 PM,eBird - Traveling Count,90,1,.799,,1
S42716856,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-02-12,04:30 PM,eBird - Stationary Count,75,1,,,1
S42739450,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-02-13,05:06 PM,eBird - Stationary Count,49,1,,,1
S43008627,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-02-19,04:07 PM,eBird - Stationary Count,45,1,,,1
S43049675,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-02-20,04:39 PM,eBird - Stationary Count,68,1,,,1
S43101483,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-02-22,04:27 PM,eBird - Stationary Count,58,1,,,1
S43252277,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-02-27,05:15 PM,eBird - Casual Observation,,0
S43276860,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-02-28,04:58 PM,eBird - Stationary Count,47,1,,,1
S43305675,Anna's Hummingbird,Calypte anna,4814,1,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-03-01,04:45 PM,eBird - Stationary Count,60,1,,,1,,,"Cold and quiet today. I saw three birds fly over that were probably goldfinches, and one flying that was either a chickadee or a bushtit, but otherwise it was basically just the crows"
S43416676,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-03-05,04:45 PM,eBird - Stationary Count,69,1,,,1
S43466018,Anna's Hummingbird,Calypte anna,4814,2,US-CA,Alameda,L5881311,US-CA-Charlie Dorr Park,37.866513,-122.284079,2018-03-07,04:54 PM,eBird - Stationary Count,65,1,,,1
